,review_date,review_title,review_text
340,2 July 2023," Bakwas screenplay and dilogues
","
This movie is disastrous disappointing and disheartening. Om Raut is cult non sense guy. How can he make a mock and joke out of this. Nothing is interesting in the movie. What are these appearances, why do Lankesh has A vampire (bat) as his vehicle when we all know that Sita was captured in Pushpak Vimaan, Why Raghav is wearing leather belts? Why Shesh always will stand behind Raghav and give negative reviews to him on any situation? Why Bajrang has a 3rd class dialogue delivery with Indrajeet? Why Sugreev, Angad and all did not get the Bajrang like appearances? Why Indrajeet look like Tattoo artist from South Goa ? Why Ravan's 9 heads are like some book's arranged in a shelf and Why god why? Why did i watch this movie? Lord Shri Ram and Hanumanji, please forgive me for watching this movie. Hope Om Raut stops making movies. One smart move that you changed names for all characters and you can later claim its your version of Ramayan and its inspired not remake. Sahi hai. HONESTLY FOLKS, please DON'T waste your money. Biggest torture was i watched it on my birthday yesterday.

                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
341,18 June 2023," No
","
A big no to this movie..nothing to do with the Ramayana. This movie is all about Chapri dialogues. I think the only reason for this movie to fall in a big budget cinema is because of the money charged by actors.I don't blame bollywod for creating this garbage, as they are not doing anything new. 95% of movies coming from bollywood is garbage, and of the rest 5%, most are copy of fine hollywood movies. I wonder why there is no item song in this movie(sarcasm).For those who are interested in experiencing Ramayana... please go and watch ""Ramayana: The Legend of Prince Rama"" directed by Japanese director Koichi Sasaki and Yugo Sako, assisted by Ram Mohan.

                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
342,18 August 2023," Aadipurush Movie Review - A Big Letdown
","
Aadipurush is a 2023 Indian movie based on a famous story called Ramayana. The film is about action and magic, but sadly, it turns out to be a big disappointment. The director, Om Raut, tried to make something great, but it didn't work out. The movie has lots of money spent on it, so it looks nice, but even that can't hide the problems. Prabhas, who is a good actor, is in the movie, but the story doesn't let him show his talent. Saif Ali Khan plays the bad guy, but his character is not interesting.The exciting fights in the movie should be fun, but they are not. They are boring and don't make you feel excited. The computer-made special effects also look fake and not real. The actors Kriti Sanon, Sunny Singh, and Devdutta Nage also don't do a good job. It's not their fault entirely; the story they have to act in is not good. The movie is in two languages, Hindi and Telugu, but this makes things worse. Sometimes, the talking and the actions don't match, and it's hard to feel connected to the story. Aadipurush tries to be a new version of the old story, but it forgets what made the story special. It cares more about looking cool than telling a good story. This is a problem because the original story is about important things like feelings and lessons.To sum up, Aadipurush is a big disappointment. Even though it looks nice and has famous actors, it doesn't tell a good story. The fights are not fun, the acting is not great, and it forgets what made the old story special. It's a lesson in how not to make a good movie.
"
343,19 June 2023," The worst movie I ever watched.
","
Man why isn't there a option with no stars at all ! DONT WATCH THIS MOVIE DINT WASTE YOUR MONEY ON TICKETS .. ITLL ONLY HURT OUR,SANATANA'S , DHARMA'S , HINDU'S SENTIMENTS AND THE EOIC ITSELF .... Better watch an anime other than watching this movie . Better watch the ""the legend of Hanuman series "" from hotstar it has more details and is less rushed . Like really what the hell . That movie , man how can they play with our sentiments in such way??!! . From which aspect it looks like a 600 crore budget movie man.... that chapri style Hanuman. And leave about ravan is he even a ravan . It looks like the ravan spends all his time in the saloon . The ravan wears a t shirt and has a boy cut with blade hair cut . And that indrajeet he looked no less than an African. Don't you dare to go to the lanka like since our childhood we all have heard that "" Ravan ki sone ki Lanka thi "" and here they have build an Asgard Lanka . This movie has kingkongs , thanos , even Avenger characters and what not . Specially that scene in which ravan wears a helmet and was forging a sword like a swordsmith . Man what the hell is royalty !!???
"
344,8 July 2023," One of the worst movies eve made in Bollywood
","
Pathetic storytelling, miserable direction and the worst VFX ever on screen. Even finding nemo had better vfx than this. What were the makers thinking?Did nobody in Tseries actually see the movie before it being released?Fine actors like Prabhas and Kriti are wasted by this director.The vfx studio for this movie clearly seems to be full
of clowns but somehow have managed to take the production house for a ride with all the money.The only saving grace in the movie is how good Kriti looks..but that's it and nothing more. Even Prabhas looks miserable .. thanks to the pathetic vfx.Worst Bollywood movie ever.
"
345,7 July 2023," USELESS MOVIE EVER CREATED ON THE HISTORY OF MANKIND
","
Where do I even begin with Adipurush? This movie, touted as a magnum opus, turned out to be a colossal disappointment, failing to deliver on every front. From its shallow storytelling to its cringe-worthy performances, it's hard to find any redeeming qualities in this cinematic disaster.Let's start with the narrative, or lack thereof. Adipurush takes a classic mythological tale and somehow manages to strip it of all depth and substance. The screenplay is convoluted and poorly executed, leaving the audience confused and disconnected from the story. The characters are one-dimensional, devoid of any real emotions or motivations, making it impossible to invest in their journey. It feels as though the writers threw together a mishmash of scenes without any consideration for coherence or logical progression.To make matters worse, the performances in Adipurush are abysmal. Prabhas, who has proven his acting prowess in previous films, delivers a lackluster performance as Lord Ram. His portrayal lacks charisma and fails to capture the essence of the character. Saif Ali Khan, as the antagonist Ravana, hams it up to the point of absurdity, delivering cringe-worthy dialogues and over-the-top expressions. The supporting cast does nothing to salvage the film either, with forgettable performances that add no value to the viewing experience.The visual effects in Adipurush are a mixed bag. While some sequences are visually stunning and showcase the potential of modern technology, others fall flat and appear cartoonish. The inconsistency is jarring and only further detracts from any sense of immersion in the story. The action sequences, which should have been the film's saving grace, lack impact and fail to evoke any excitement or awe.Additionally, the editing of Adipurush leaves much to be desired. The pacing is uneven, with sluggish moments that drag on and abrupt cuts that disrupt the flow of the narrative. It's clear that the filmmakers were more concerned with creating grandiose visuals than crafting a cohesive and engaging film.Lastly, the music and background score, which could have been a saving grace, fail to leave any lasting impression. The songs are forgettable, and the score is generic and uninspired, doing little to elevate the film or enhance the emotional impact of the scenes.In conclusion, Adipurush is a prime example of wasted potential. It squanders a compelling mythological tale with its poor storytelling, lackluster performances, inconsistent visual effects, subpar editing, and forgettable music. It's a movie that fails to entertain, engage, or leave any lasting impact on the viewer. Save yourself the disappointment and avoid this cinematic debacle at all costs.MeanwWhere do I even begin with Adipurush? This movie, touted as a magnum opus, turned out to be a colossal disappointment, failing to deliver on every front. From its shallow storytelling to its cringe-worthy performances, it's hard to find any redeeming qualities in this cinematic disaster.Let's start with the narrative, or lack thereof. Adipurush takes a classic mythological tale and somehow manages to strip it of all depth and substance. The screenplay is convoluted and poorly executed, leaving the audience confused and disconnected from the story. The characters are one-dimensional, devoid of any real emotions or motivations, making it impossible to invest in their journey. It feels as though the writers threw together a mishmash of scenes without any consideration for coherence or logical progression.To make matters worse, the performances in Adipurush are abysmal. Prabhas, who has proven his acting prowess in previous films, delivers a lackluster performance as Lord Ram. His portrayal lacks charisma and fails to capture the essence of the character. Saif Ali Khan, as the antagonist Ravana, hams it up to the point of absurdity, delivering cringe-worthy dialogues and over-the-top expressions. The supporting cast does nothing to salvage the film either, with forgettable performances that add no value to the viewing experience.The visual effects in Adipurush are a mixed bag. While some sequences are visually stunning and showcase the potential of modern technology, others fall flat and appear cartoonish. The inconsistency is jarring and only further detracts from any sense of immersion in the story. The action sequences, which should have been the film's saving grace, lack impact and fail to evoke any excitement or awe.Additionally, the editing of Adipurush leaves much to be desired. The pacing is uneven, with sluggish moments that drag on and abrupt cuts that disrupt the flow of the narrative. It's clear that the filmmakers were more concerned with creating grandiose visuals than crafting a cohesive and engaging film.Lastly, the music and background score, which could have been a saving grace, fail to leave any lasting impression. The songs are forgettable, and the score is generic and uninspired, doing little to elevate the film or enhance the emotional impact of the scenes.In conclusion, Adipurush is a prime example of wasted potential. It squanders a compelling mythological tale with its poor storytelling, lackluster performances, inconsistent visual effects, subpar editing, and forgettable music. It's a movie that fails to entertain, engage, or leave any lasting impact on the viewer. Save yourself the disappointment and avoid this cinematic debacle at all costs.User
Some More misguided Fact in adipurush movieChatGPT
I'm sorry, but as an AI language model, I don't have real-time information or access to specific details about movies released after my knowledge cutoff in September 2021. Therefore, I can't provide you with any specific or accurate information about ""Adipurush"" beyond that point. It's always best to refer to reliable sources, such as movie reviews or official announcements, for the most up-to-date and accurate information about movies.""Ramayan,"" directed by Ramanand Sagar, is a timeless television series that aired in the late 1980s. It garnered immense popularity and became a cultural phenomenon in India. Here are some of the positive aspects of Ramanand Sagar's ""Ramayan"":Faithful Adaptation: Ramanand Sagar's ""Ramayan"" stayed true to the original Valmiki Ramayana, a revered ancient Indian epic. The series presented the story of Lord Rama and his journey with authenticity and reverence, maintaining the core elements of the epic.Engaging Storytelling: The narrative of ""Ramayan"" was compelling and captivating, drawing viewers into the world of gods, demons, and heroes. It effectively conveyed the teachings, values, and life lessons embedded within the epic, making it accessible to a wide range of audiences.Strong Performances: The cast of ""Ramayan"" delivered commendable performances that brought the characters to life. Arun Govil's portrayal of Lord Rama, Deepika Chikhalia as Sita, and Dara Singh as Hanuman were particularly memorable. Their performances resonated with the audience and left a lasting impact.Production Values: Despite the limitations of the time, Ramanand Sagar's team managed to create an impressive visual experience. The sets, costumes, and makeup were well-executed, effectively immersing viewers in the ancient world of the Ramayana.Cultural Impact: ""Ramayan"" had a profound impact on Indian society and culture. It not only entertained but also instilled moral values, teachings, and cultural heritage in the minds of viewers. The series fostered a sense of unity, devotion, and respect for Indian mythology and traditions.Memorable Soundtrack: The soulful and melodious music of ""Ramayan,"" composed by Ravindra Jain, added depth and emotional resonance to the series. The songs, such as the iconic ""Jai Shri Ram"" and ""Mangal Bhavan Amangal Hari,"" became immensely popular and are still cherished by audiences today.Longevity and Relevance: Even after decades since its original broadcast, ""Ramayan"" continues to be cherished and re-aired, captivating new generations. Its enduring popularity speaks to the timeless appeal and cultural significance of the epic story it portrays.Ramanand Sagar's ""Ramayan"" remains a benchmark for mythological storytelling on television, offering a rich viewing experience and leaving a lasting impact on audiences.
"
346,19 June 2023," straight away boycott this movie
","
The movie is insulting our gods. In the movie the dialogues of our gods are like kapda tera jalegi bhi tere baap ki , what kind of dialogues is this. They are making fun of us and our culture. I request everyone please do not watch this movie and boycott this movie.Om raut is thinking he can make this movie and show false information about our culutre to everyone. Who didn't even know about it. If someone doesn't know about our culture the person think that what is shown in this movie is true. So , I request everyone reading my review please avoid this movie and don't watch it. Don't give them ur precious money and make them rich. If you really want to watch ramayan just watch old ramayan made in 1987. Just boycott this movie .

                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
347,12 August 2023," "" Pappa, why this movie is like a cartoon ""
","
I watched it on Netflix with my 8-year-old son, who doesn't know anything about this movie. After watching for 5 minutes, he expressed disappointment, saying, ""Pappa, why is this movie like a cartoon?"" The director had everything needed to create an epic - the best cast for the lead roles: Prabhas, Kriti, Saif Ali Khan, and the Ramayana, which provides the best plot anyone could ever have, along with a 600 crore budget. The only thing lacking was a creative team. Every scene seems to be copied or inspired from other movies. I hope Om Raut's next movie will be a great success, as he would have learned many lessons from all the mistakes he made with this movie.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
348,19 June 2023," Worst and shoked
","
There is lots of wtf moments but can't believe makers imagination and thinking when they made this worst . From start to end everywhere cheap vfx and cheap dialogues not only that but also all the characters look like dolls , their acting are not shown. Sometimes we are shocked to see what happen. And finally Ravan! Please I never want this Ravan. Actually makers destroy the legends of Ramayan. They tried something but not up to the mark. Songs are also very bad. The legendary story is destroyed by the makers and Indian movie industry remembers this. Overall we don't want Ramayana like this, as Indian we love old Ramayana 1992.

                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
349,19 June 2023," Don't Watch this Movie - Biggest Disappointment
","
Positives: Songs, few handful of scenes in a 3 hr long movie.Few dialogues of Prabhas are good, and he looks nice in few scenes.. Like 3-4 scenes in 3 hrs movieNegatives: Movie seemed to made just for business in the name of Prabhas and Ramayana. Although movie is nowhere near the Ramayan which we know.Sometimes it felt as if makers are disrespecting the tale.Bgm is misplaced When scene is energetic, no music.. When scene is emotional, powerful music..Also, they show illogical manipulated story and scenes..Dialogue - cringeScreenplay - Fast forwarded and disconnectedI would not recommend anyone to watch it.
"
350,13 August 2023," D Grade kids movie
","
This is one of the worst kids movie ever to be made. Irrespective of the topic when a complete movie is made with CGI, atleast the expectation was the CGI would be good. But even that is one of the worst like in a D grade movie. Having one of the biggest budgets ever alloted to a D grade CGI movie this is a failure of everyone who has worked on it, especially the director and all those innocent people who gave thier time and effort for this movie to be created. The only score that it deserved was for its music and background score. Not sure what the director and the producer intended to do here.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
351,19 June 2023," Waste Of Money And Waste of Time, hurt religious sentiments
","
Isse Bakwaas Movie Jindagi mai nahi dekhi.A question to the director and the other heads, how can you be so irresponsible while making this masterpiece of a story into something trash? The blatant disregard for retaining the original character personalities is appalling. Ravan, a Brahmin devotee of Shiv, known for his vegetarianism, is completely transformed in this movie, which not only disrespects the original mythology but also has the potential to hurt the religious sentiments of Hindus.Let's talk about the VFX, or rather the lack thereof. Despite having a higher budget than Brahmastra, Adipurush fails to achieve even a fraction of the visual effects quality. It's clear that more effort should have been put into fixing the VFX instead of just superficially color grading the scenes.

                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
352,26 June 2023," Why not respect?How would they do this to Ramayana
","
I saw it and in middle i go away from theatre. It feels like an torcher when this movie is on play.Especially the acting and VFX all is not so good.If u are playing for Ramayana you must have to give respect to them. But the dialogues gives a watch. Only finger would be better review then writing for this Movie.Prabhas acting like a Amateur. Why he didn't make it like Bahubali. Even not like Bahubali but it should be almost like Saaho and all that but it doesn't give shot to that too. Kriti Sanon roll is zero bata shunya in this movie
Don't see this if you have watched Ramayana in childhood.

                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
353,19 June 2023," Worst movie ever seen in my life
","
This movie is big disappointment for every indians ,especially devotees of ram and hanuman, the makers distroyed the purity and respect and devotion of ramayan, they did not make story of ramayan they just tried to make cheap copy of marvel thats it. The script writer thinks he himself is 'valmiki'(writer of ramayan) .in the movie they show that devi sita is been trapped by holding knife in her neck where the hell did this happen in real story. And the vibhishan wife scene they showed her in short dress ,why was this scene made, its a movie related to god why did this happen, being a great devotee of ram truely upset with this film. And the big thing prabhas choosing these kind of script which is unreal. And in one scene ravan is getting massage from pythons and he is making the sword in another scene i didn't get i was watching story of ramayan ,the makers kept one thing real that ravan didn't touch sita it was appreciatablewhich was meaningfull and true. And vanar sena looks like gorillas they doesn't look like 'vanars'. Worst script and dialogues,worst casting, worst character designing, and fight scene with unkown creatures was also worst part which spoils your mood in start of movie itself. My hope is towards ranbir kapoors ramayan may it will be done good after this disaster. Upset for this being devotee of shree ram and hanuman.. May the team make good films ahead in the future. I dont hate the team but hate the work for this movie ,could have been great ..music was amazing .. Jai shree ram.
"
354,26 June 2023," Nothing can be worst than this
","
If you have watched the trailer of this movie, that was the best part of this movie. Now you can know how pathetic this movie is. I mean showing mata sita's killing by slitting the throat? WTF is that. Prabhash is below average actor in general but he is like 'C' grade actor in this movie no emotions, nothing.The best part of the movie is ending, I don't mean the the last scene I mean when movie ends you feel sigh of relief that you can go home. Manoj muntasir is a 3rd grade writer, he can't even fathom what he wrote.Please please don't go to watch this movie and try to waste your money there are many different ways where you can waste your money.

                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
355,20 June 2023," Pathetic & Cringe
","
Please donate the money instead of watching this non sense movie. God will be more happy. They just made fun of our Culture. Cringe dialogues, bad VFX, bad acting. Overall everything was bad.I wonder how come so many people are giving more that 1 star for this pathetic movie. Please save you hard earned money.Watch the old Ramayan or watch the Japanese animation. Both are superb. An enquiry should be done on the whole crew on how come 600 crores where spent on this pathetic movie.Also there are many Prabhas fans who are such an idiot & praising this movie just because Prabhas is there. Be a fan but don't be an idiot. Respect your Culture.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
356,24 June 2023," worst ramayan i have ever seen
","
Movie is not a movie it is a total insult of lord ram and acharya lankesh ravana. Ravan is a god is some regions in india. He is a brahman how he can even touch meat. And he is a king what do you think he used to make sward. And now when we come to lord hanuman he is a most ideal god who tells us how to be a devote. In this movie director and dialogue writer used such a cheap slang like lord hanuman is belong a society of mumbai called chaul. In short the imagination was worst, the cinematography was worst, the dialog are very poor and also not according to situations. Some characters who are very necessary in the ramayana is missing. The are showing that lord ram is angry in every scene but anyone even con't think that lord ram can be angry. After all he is maryada purshottam. We all have heard about lanka is made by gold and in the movie we feel like lanka was made by coal. And the dressing and hearing sense of every character looks like they are belongs to kaliyug. Some sceans are copyied by another movies.like the lanka looks exactly look like asgard city from thor ragnarok. And the last fight scene is copied form avangers 2012 . So in the last i would like to say that if anyone like to watch this movie in theaters don't think about it . You can watch ramayana tv show made by mr. Ramanand sagar so that you can know what true ramayan is.
"
357,1 July 2023," Worst Movie Ever Made
","
I am rating this movie a 1 star The movie is showing anything which has never happened in Ramayana, they are showing the thing, I don't know from where these people got the storyline of this movie, they have made anything in the name of movie, If these people would have seen Ramanand Sagar's Ramayana, then such Ramayana would not have been made; today's generation will feel that all this must have happened in Ramayana. Those people have completely ruined Ramayana, I don't know why these people are making fun of our culture. Lord Ram himself will come and give them wisdom. Lord save us Jai Shri Ram.

                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
358,4 July 2023," Adipurush is a joke
","
In this movie they mislead youth with ghatiya dialogue and acting is so disgusting. I don't how people like this movies, this movie deserve zero rating. And if someone thinks it ramayan so sorry its a chutiya who only deserve banned in ever theater .I have request to movie makers once time read ramayan hence you know who is ram ji her face is always a different glow which is attractive . Not like the hero who play ram ji role which has not a single smile on her face .And ya rather then see this movie I prefer everyone please watch old ramayan which is infinite time better then this movie . Ok thanks.

                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
359,20 June 2023," Why
","
Why lie about the box office collections. It's obvious no one has liked the movie. Just be brave and admit it's a bad movie and move on. Sycophants of T series.Call a spade a spade.What Vfx costs 600 cr and such a bad movie. Why try to tackle a sensitive subject like this if you can't do justice to it. Maligning the culture and horrible casting. Horrible customers and makeup looks like a c flick. No wonder Bollywood is losing its charm.There is nothing in rush movie worth watching. It's sad to even believe such an amount was spent in making the movie. Quite dubious to say the least. Something amiss.

                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
360,5 July 2023," Ramayana is the epic of all times; Adipurush is the worst adaptation of all times
","
Just the fact it is Ramayana should inspire respect. Which makes it baffling that the makers could write dialogues so lacking in grace and finesse. The tapori language and the barely understandable character development is a shame to the legend. For people who know Ramayana, the movie is a massive disappointment and waste of money, for those who don't it is a pathetically misleading waste of time. None of the characters embody the original charisma of the characters, despite the so-called star cast.Worst of all, the movie does't even seem original. It simply looks like a very badly edited collection of clips from various pre-existing movies.

                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
361,14 August 2023," Worst Movie
","
I have started to watch this movie that this is not Ramayana. Just as a cartoon movie but unfortunately in background they won't forget you that. This is somehow copied the story from Ramayan.I even couldn't not digest the movie and left in between. It is worst than my imagination.They have changed the storyline as per their convenience. I was thinking in the last , will the battle won by Ravan.All the dialogue is very bad. Don't know who wrote these. Even they haven't heard the story of Ramayan.I would recommend to watch Siya ke Ram or Ramanan Sagar 's Ramayana. If you really want to know the story.Makers should also watch those Serials.Please don't play with our Epics.
"
362,20 June 2023," A Devastating Departure from the Epic
","
Adipurush, a highly anticipated 3D movie adaptation of the revered Indian epic Ramayana, falls short of expectations and fails to do justice to the beloved story. The film starts with a promising rendition of the Ram Siya Ram song, accompanied by beautiful illustrations. However, the movie quickly devolves into a disgraceful portrayal of the epic narrative.The cast's performances come across as forced, with Kriti lacking the motherly aura of Sita Mata and Prabhas seemingly trapped in his Bahubali phase. Saif Ali Khan's portrayal of Ravan is criticized for resembling a character from a DJ concert rather than a formidable antagonist.Several aspects of the movie are deeply disturbing. The language used in the dialogues, such as Hanumanji's disrespectful lines, feels offensive towards a revered deity. The film takes liberties with the story, introducing inaccurate and exaggerated elements, such as Ravana's anaconda massage and the depiction of him feeding meat to the bat (which on the first place is a question marks because apparently Pushpak Viman is replaced by a creepy bat) which contradicts his Brahmin background.Furthermore, the movie includes a random erotic scene, where an unknown woman is shown along with Vibhishan, and subsequently, the woman is shown changing clothes while Vibhishan is present nearby. This scene seems unnecessary and out of place in a narrative centered on a revered epic.Overall, Adipurush fails to maintain emotional connection with the audience and strays far from the original story of Ramayana. Its poor writing, lack of authenticity, and departure from the essence of the epic are notable drawbacks. The only redeeming aspect is the music composed by Ajay Atul, which receives praise for its quality.Considering the movie's shortcomings and offensive content, it is not recommended to spend time and money on watching Adipurush in theaters. The film's attempts at modernizing the epic story result in a disrespectful portrayal that may disappoint and alienate audiences who hold Ramayana dear.
"
363,18 June 2023," A clumsy, juvenile and pathetic intentional attempt at mocking an epic extraordinaire!
","
This was a disgusting and disheartening experience. There is no excuse for the blunder Manoj Muntashir and Om Raut have committed.Screenplay, direction, dialogues: a big fat 0 out of 10. I fail to understand where these people assumed the editorial rights to re-interpret and reimagine our Itihasa! The extremely poor execution only makes one feel that this has to be intentional. The damage it will do to the minds of the younger generation can be irreparable. No amount of justification, re-edits or apologies (although none can be expected from these folks anymore) can undo the garbage that has been thrown at the audience in the name of movie-making. Utterly disgusted!

                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
364,28 June 2023," If this your movie of 600 cr you need to die ,you morons!
","
How dare you show stupidity and utter nonsense!Watch ramanand sagar ramayan learn respect, honour and devotion for lord Ram N mata sita!Prabhas you sold your soul for money,saif was idiot always !Will boycott people like you director ,producer n stupid actors!Basically how can some creative even think of anacondas in film , ravan never slept with anacondasMandodhari is highly respectable and devote of lord Shiva.lanka is of gold not black coal !I think all of you misguided youth and small children who will watch this movie it should be banned and you people should be fined for such damages and jailed for such disaster!Sharam aani chahiye!Idiots of Bollywood!
"
365,13 August 2023," Pathetic
","
Worst mythological film i have ever seen. They made a prody of Ramayan. VFX is too bad to watch. And the cast and crew, oh my GOD! Even if this film is seen by the original RAM, he will feel ashamed of it.Very poor filmography and very very poor vfx. I am not sure why saif and Pravash agreed to act on this film. It doesn't look a big budget move, seems like the post product is happened in my childs computer.I have just wasted my 2 hours watching this movie. I would suggest to watch some low budget film or even if you want to entertain, please watch some bhojpuri movies, but please dont watch this movie to waste your time.

                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
366,25 June 2023," Big joke big fraud its 17 core film they say 500 joke of the film industry
","
This movie is should not be made om raut is 600 core fraud guy who make this kind of movie even after so much warning they took 6 months to make meaning they took after pre teaser then again same one its a big joke movie they should appolize and return money to everyone.When i went to watch i return in like 10 minutes its like a cartoon i watched in cn when i was kid pls I request all makers specially prabas app say ma ho payegaaa pls stop making films you dont look like lord Ram at all. Pls next time when making film on god be careful. I will nevr evr ever watch this kind of film in life so dont waste money.

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
367,20 August 2023," Disappointed!!!
","
The most disappointing movie of the decade, where Ravana appears as a poorly portrayed character from a local Gurugram village, and Lord Rama's depiction lacks conviction. Inderjit has more screen time than Sita Maa, resembling a perpetually vacationing pub owner. Kumbhkaran's presence is fleeting, while Bali's introduction is completely absent. The portrayal of Hanuman is remarkably feeble and unsatisfying. The characters in Lanka seem to be plucked from Ekta Kapoor TV shows or some cartoon shows. The movie is so tedious that my family lost interest after the intermission, with everyone feeling drowsy. I wonder why this movie was made at first place?

                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
368,22 June 2023," Monumental movie with heavy reliance on VFX as the main pillar
","
Adipurush- Monumental movie with heavy reliance on VFX as the main pillar. The essence of Ravana kidnapping Sita (portion of Ramayana) story is maintained with lots of liberty.With that sort of budget, graphics is on par with top budgeted Indian movies.Plenty of goosebumps moments- from Lord Rama meditating underwater to Hanuman ji meeting him for the first time with that warm hug, also carrying a mountain, to Vanara Sena building a bridge to Lanka with Jai Shri Ram song in the background, and finally the epic war scene that has been shot with guts and at grand scale.Kumbakarna (larger than life), Vanara Sena characters and their fights are depicted really well.Feast is to see Hanuman ji ""THE REAL SUPER HERO"" realizing his strengths and his counter attack. Devdatta Nage has worked hard to build that strong body and portraying Bajrang with utmost honesty.Saif Ali Khan has shown full character and given justice to Ravana's role, although his looks are really questionable (same with Indrajit).Kristin Sanon as Sita is good.Prabhas's role deserves a special mention just because of the supreme being shown as Lord Rama. His words, his deeds and actions are beyond one can imagine. This will overshadow Prabhas's acting skills as he shows little emotions during crucial scenes.Kids will love this movie.There are certain sections where movie could have been executed well.Yes, certain characterization could have been changed. Yes, certain creatures are questionable. Yes, certain dialogues could have been better. Yes, Ravana's kingdom is dark and western like (Dark theme could have been portrayed as Ravana's character).But no movie is perfect. Enjoy this imperfectness as our real superheroes battle with strong heart, with great courage and bring back respect/glory that is spoken for generations!Righteous, good deeds and the truth prevails over evil.Jai Shri Ram!
"
369,28 June 2023," Warning - Don't watch save your money ,like me
","
Worse movie of the year . I wasn't expect this from om raut .And whatt bulshit dialogue, you don't deserve for make this Adipurush . You not make a movie you make a joke of Bollywood and our Hindus. Prabhas is my fev , I was excited for this movie and now I am also excited for not go to watch this movie. Now I feel it's worse things in my life . They make comedy but comedy was headache. And thanks to Bollywood they gave one more time a big spoiler my like every year but this year some early (Bulshit 😡) . Wow what dialogue by our respected Manoj Muntashir I don't believe that he written this dialogue ( what the hell Adipurush team you make ) total bulshit. Whole disappointed .
"
370,19 June 2023," A Nightmare for a Hindu Person and a Cinephile
","
This movie is a disgrace in name of the epic ""Ramayana"". From its teaser, the problem with cheap and ripped off VFX was evident but what amazed me the most is, there is no Hindu essence and moreover its an insult to my culture and Identity as an Hindu.Years before Respectable Ramanand Sagar sir made Ramayana with such accuracy that cannot be comprehended by the people associated with this movie. This movie should serve as a remainder that Outrageous Budget and Arrogance and being from a large production house doesn't give you the ticket to demolish the glorious Hindu History.On front of story telling, How can you mess up Ramayana, you have literally thousands of source materials with such accuracy.Second of All , the screenplay, its too loose, its lazy, it is hurtful. Dialogues are shambolic.Only saving grace. There is score by Ajay Atul Sir which atleast gives you a Audio therapy.Shame on the director, the production house and the writers and all creative personnel associated with this film.
"
371,12 August 2023," Need to show kids real ramayan before they can watch this by mistake
","
This is the one kind of movies you don't show kids, and get history mixed up.I couldn't even dare to complete the movie, and the damage it did is already worth 1star, and no amount of watching the remaining play is worth enough to change my rating from what it already is.I couldn't believe that I had watched this to the point I did. I believed the epic would be redone with modern tech, but alas, it was a new epic altogether. I feel sorry for Prabhas to have acted in this, and he was literally nowhere near the gracefulness required by Lord Ram. VFX are as bad as the rest of the under 3 review claims.Freedom has its value, but mangling history this way of a respected mythological epic is baffling in epic proportions. I'm more worried that my kids would actually watch this and get the facts wrong in scary nightmare version.I would instead show them better versions of this from the older movies where it doesn't suffer this level of mockery.Lord Ram is a character which symbolises great many things that not a single actor can truly cater in this age.I'm not a religious fanatic, but I'm educated enough to identify a mockery when I see one.So, it's a humble advice to parents who want to educate kids on the REAL Ramayan to literally avoid this at all costs, and instead get them to watch any earlier Ramayan epic movie to set the base of Ramayan right before they can get the history in this way under the banner of modern touch.Please don't fall for the VFX, they're sub-standard anyway.
"
